data
[]
"['DWM1001', 'TWR', 'Real', 'Time', 'Location', 'System']"
[]
"['Copyright', ':', '2016-2019', 'LEAPS', 'and', 'Decawave']"
"['License', ':', 'Please', 'visit', 'https://decawave.com/dwm1001_license']"
"['Compiled', ':', 'Mar', '27', '2019', '03:35:59']"
[]
"['Help', ':', '?', 'or', 'help']"
[]
"['dwm>', 'les']"
"['dwm>', '592F[4.00,0.00,0.00]=4.99', '5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.98', 'le_us=5554', 'est[0.02,-0.11,-0.03,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.60', 'le_us=4150', 'est[-0.02,-0.05,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.63', 'le_us=3845', 'est[-0.01,-0.04,-0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.25', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.64', 'le_us=5523', 'est[-0.02,-0.05,-0.02,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.32', '1495[0.00,4.00,0.00]=3.92', '5B01[4.00,4.00,0.00]=5.67']"
"['5B01[4.00,4.00,0.00]=5.49', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.31', '1495[0.00,4.00,0.00]=4.02']"
"['5B01[4.00,4.00,0.00]=5.61', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.01', 'le_us=6896', 'est[-0.02,-0.04,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=3.99']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.91', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5523', 'est[-0.01,-0.04,-0.03,49]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.60', 'le_us=4119', 'est[-0.02,-0.02,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.13', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.53', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.11', '1495[0.00,4.00,0.00]=4.02']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.88', '1495[0.00,4.00,0.00]=3.96', 'le_us=6561', 'est[-0.00,-0.03,-0.03,63]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5218', 'est[-0.00,-0.03,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.20', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.51']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.97', 'le_us=610', 'est[-0.01,-0.02,-0.02,98]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.62', 'le_us=5523', 'est[-0.02,-0.02,0.00,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.01', '592F[4.00,0.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.56', 'le_us=4302', 'est[-0.06,-0.00,0.02,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.05', '592F[4.00,0.00,0.00]=4.15', '5B01[4.00,4.00,0.00]=5.51']"
"['5B01[4.00,4.00,0.00]=5.63', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.83', '1495[0.00,4.00,0.00]=3.93', 'le_us=6469', 'est[-0.06,-0.01,-0.00,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.00', '592F[4.00,0.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=5.61', 'le_us=3326', 'est[-0.05,-0.03,-0.00,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.02', '592F[4.00,0.00,0.00]=4.22', '5B01[4.00,4.00,0.00]=5.58']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.23', '1495[0.00,4.00,0.00]=3.95', 'le_us=6530', 'est[-0.04,-0.04,-0.02,54]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.03', '592F[4.00,0.00,0.00]=5.84', '5B01[4.00,4.00,0.00]=5.63']"
"['5B01[4.00,4.00,0.00]=5.64', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.88', '1495[0.00,4.00,0.00]=4.05', 'le_us=7080', 'est[-0.05,-0.07,-0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5523', 'est[-0.02,-0.07,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.55', 'le_us=4180', 'est[0.00,-0.10,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.04', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5584', 'est[0.02,-0.12,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.36', '1495[0.00,4.00,0.00]=4.05', '5B01[4.00,4.00,0.00]=5.56']"
"['5B01[4.00,4.00,0.00]=5.55', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.09', '1495[0.00,4.00,0.00]=3.99', 'le_us=6744', 'est[0.03,-0.14,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.10', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5706', 'est[0.03,-0.15,-0.03,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.45', 'le_us=4669', 'est[0.02,-0.11,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.11', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.53', 'le_us=5920', 'est[0.02,-0.18,-0.02,74]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.31', '1495[0.00,4.00,0.00]=3.92', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5523', 'est[0.00,-0.14,-0.03,46]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=6.27', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.96', 'le_us=3448', 'est[-0.02,-0.10,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.57', 'le_us=4486', 'est[-0.01,-0.12,-0.03,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.96', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5645', 'est[-0.02,-0.08,-0.00,59]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.56', 'le_us=4302', 'est[-0.06,-0.05,0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.02', '592F[4.00,0.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.58', 'le_us=5249', 'est[-0.05,-0.04,0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.97', '592F[4.00,0.00,0.00]=4.07', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5554', 'est[-0.02,-0.05,0.00,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.56']"
"['1495[0.00,4.00,0.00]=3.99', 'CD37[0.00,0.00,0.00]=0.00', '5B01[4.00,4.00,0.00]=5.61', '592F[4.00,0.00,0.00]=3.96', 'le_us=4638', 'est[-0.01,-0.06,0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.22', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.52']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.22', '1495[0.00,4.00,0.00]=3.93']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=6.24', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5676', 'est[0.01,-0.09,-0.00,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.63', 'le_us=5523', 'est[-0.01,-0.08,-0.02,62]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.60', 'le_us=5554', 'est[-0.01,-0.11,-0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.57', 'le_us=976', 'est[0.00,-0.13,-0.03,93]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.98', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.57', 'le_us=2960', 'est[0.01,-0.12,-0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.55', 'le_us=4638', 'est[-0.03,-0.08,0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.17', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.62']"
"['5B01[4.00,4.00,0.00]=5.53', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=3.97', 'le_us=6744', 'est[-0.01,-0.10,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.08', '5B01[4.00,4.00,0.00]=5.54']"
"['5B01[4.00,4.00,0.00]=5.62', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.31', '1495[0.00,4.00,0.00]=4.03']"
"['5B01[4.00,4.00,0.00]=5.54', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=3.96', 'le_us=6713', 'est[0.01,-0.11,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.01', '1495[0.00,4.00,0.00]=3.93', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5493', 'est[0.01,-0.09,-0.05,31]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.00', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.60', 'le_us=4455', 'est[0.01,-0.08,-0.06,59]']"
"['CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=4.02']"
"['592F[4.00,0.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.94', 'le_us=3417', 'est[0.00,-0.07,-0.07,45]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.58', 'le_us=4333', 'est[-0.00,-0.13,-0.05,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.23', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.52', 'le_us=5706', 'est[0.01,-0.13,-0.07,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.04', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.52']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01']"
"['592F[4.00,0.00,0.00]=4.12', '5B01[4.00,4.00,0.00]=5.54', 'CD37[0.00,0.00,0.00]=0.00', '1495[0.00,4.00,0.00]=3.95', 'le_us=6011', 'est[0.03,-0.11,-0.06,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5676', 'est[0.03,-0.13,-0.05,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.11', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.48', 'le_us=5889', 'est[0.05,-0.16,-0.07,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.02', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.49', 'le_us=5249', 'est[0.03,-0.13,-0.05,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.12', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.59', 'le_us=5523', 'est[0.02,-0.11,-0.06,45]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.89', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.54']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=4.03']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=4.01']"
"['5B01[4.00,4.00,0.00]=5.55', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=3.94', 'le_us=6530', 'est[0.03,-0.09,-0.06,50]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.85', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.59']"
"['5B01[4.00,4.00,0.00]=5.59', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=3.99', 'le_us=3234', 'est[0.02,-0.06,-0.03,31]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.16', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5706', 'est[0.02,-0.09,-0.04,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.88', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5554', 'est[0.02,-0.06,-0.06,20]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.66', 'le_us=5432', 'est[0.01,-0.04,-0.04,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.21', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.60', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.09', '1495[0.00,4.00,0.00]=3.99', 'le_us=6500', 'est[0.01,-0.05,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5737', 'est[0.02,-0.08,-0.05,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.55', 'le_us=4333', 'est[-0.03,-0.05,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.95', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.45', 'le_us=5859', 'est[0.01,-0.10,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.97', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.56']"
"['5B01[4.00,4.00,0.00]=5.56', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.80', '1495[0.00,4.00,0.00]=3.95', 'le_us=4363', 'est[0.01,-0.11,0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.06', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.56']"
"['5B01[4.00,4.00,0.00]=5.62', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.10', '1495[0.00,4.00,0.00]=3.99', 'le_us=6500', 'est[0.01,-0.11,-0.00,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.53', 'le_us=5706', 'est[-0.04,-0.06,0.02,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.95', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.49', 'le_us=3631', 'est[-0.00,-0.12,-0.00,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.18', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5706', 'est[0.02,-0.13,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5706', 'est[0.03,-0.14,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.14', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.57']"
"['5B01[4.00,4.00,0.00]=5.55', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.95', '1495[0.00,4.00,0.00]=4.00', 'le_us=5096', 'est[0.03,-0.18,-0.04,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=3.99']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.99', '5B01[4.00,4.00,0.00]=5.60', 'le_us=4180', 'est[0.02,-0.16,-0.03,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.92', '1495[0.00,4.00,0.00]=4.02', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5493', 'est[0.01,-0.11,-0.00,28]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.97', '5B01[4.00,4.00,0.00]=5.57', 'le_us=4119', 'est[0.01,-0.10,-0.01,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.22', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.49', 'le_us=5676', 'est[0.03,-0.11,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.80', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.56']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.05', '1495[0.00,4.00,0.00]=4.05']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.95', '1495[0.00,4.00,0.00]=3.93', 'le_us=3601', 'est[0.01,-0.07,-0.01,49]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.64', 'le_us=5187', 'est[0.01,-0.05,-0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.93', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.57', 'le_us=3326', 'est[0.00,-0.04,0.02,35]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.31', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.51', 'le_us=5859', 'est[0.02,-0.10,-0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=4.06', '5B01[4.00,4.00,0.00]=5.53']"
"['5B01[4.00,4.00,0.00]=5.57', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.97', '1495[0.00,4.00,0.00]=3.95', 'le_us=3417', 'est[-0.00,-0.06,0.01,68]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.50']"
"['5B01[4.00,4.00,0.00]=5.58', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.08', '1495[0.00,4.00,0.00]=3.93', 'le_us=6500', 'est[-0.00,-0.05,-0.02,35]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.10', '1495[0.00,4.00,0.00]=3.94', '5B01[4.00,4.00,0.00]=5.63', 'le_us=5523', 'est[-0.02,-0.05,-0.03,62]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.14', '1495[0.00,4.00,0.00]=3.98', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5493', 'est[-0.01,-0.06,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.03', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.49', 'le_us=4882', 'est[0.00,-0.17,-0.04,74]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.23', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5828', 'est[0.01,-0.20,-0.04,73]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.82', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.48']"
"['5B01[4.00,4.00,0.00]=5.61', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.07', '1495[0.00,4.00,0.00]=3.89', 'le_us=6652', 'est[-0.01,-0.15,-0.04,71]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.91', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.56', 'le_us=5523', 'est[-0.01,-0.11,-0.01,12]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.99', '1495[0.00,4.00,0.00]=4.03', '5B01[4.00,4.00,0.00]=5.57', 'le_us=5706', 'est[-0.06,-0.07,0.01,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.04', '1495[0.00,4.00,0.00]=3.95', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5523', 'est[-0.02,-0.06,-0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.13', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.61', 'le_us=5584', 'est[-0.02,-0.10,-0.00,72]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.15', '1495[0.00,4.00,0.00]=4.04', '5B01[4.00,4.00,0.00]=5.56']"
"['5B01[4.00,4.00,0.00]=5.60', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.09', '1495[0.00,4.00,0.00]=4.01']"
"['5B01[4.00,4.00,0.00]=5.60', 'CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=3.95', 'le_us=6500', 'est[-0.02,-0.09,-0.02,54]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.11', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.66', 'le_us=5218', 'est[-0.02,-0.06,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=5.78', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.52', 'le_us=6042', 'est[-0.00,-0.15,-0.03,74]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=3.94', '1495[0.00,4.00,0.00]=4.00', '5B01[4.00,4.00,0.00]=5.64', 'le_us=3234', 'est[-0.01,-0.11,-0.02,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.01', '1495[0.00,4.00,0.00]=4.01', '5B01[4.00,4.00,0.00]=5.55', 'le_us=5279', 'est[-0.01,-0.08,-0.01,70]']"
"['CD37[0.00,0.00,0.00]=0.00', '592F[4.00,0.00,0.00]=4.23', '1495[0.00,4.00,0.00]=3.96', '5B01[4.00,4.00,0.00]=5.54', 'le_us=5401', 'est[0.02,-0.08,-0.01,70]']"
